"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"08/26/2021","41","PM2.5","DUNKIRK","36-013-0006","AQS","108","23","35","08/26/2003","08/26/2015"
"08/27/2021","42","Ozone","DUNKIRK","36-013-0006","AQS","75","28","39.6","08/27/2006","08/27/2015"
"08/28/2021","39","Ozone","DUNKIRK","36-013-0006","AQS","90","29","43","08/28/2010","08/28/2009"
"08/29/2021","40","PM2.5","DUNKIRK","36-013-0006","AQS","150","29","44","08/29/2007","08/29/2011"
"08/30/2021","43","Ozone","DUNKIRK","36-013-0006","AQS","105","21","41","08/30/2010","08/30/2009"
"08/31/2021","38","Ozone","DUNKIRK","36-013-0006","AQS","119","28","43","08/31/2012","08/31/2006"
"09/01/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","115","29","43","09/01/2010","09/01/2006"
"09/02/2021","38","Ozone","DUNKIRK","36-013-0006","AQS","71","28","40.6","09/02/2015","09/02/2006"
"09/03/2021","25","Ozone","DUNKIRK","36-013-0006","AQS","105","29","45.2","09/03/2002","09/03/2013"
"09/04/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","84","31","36.6","09/04/2004","09/04/2005"
"09/05/2021","36","Ozone","DUNKIRK","36-013-0006","AQS","84","25","53.4","09/05/2007","09/05/2011"
"09/06/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","147","17","48.6","09/06/2007","09/06/2011"
"09/07/2021","44","Ozone","DUNKIRK","36-013-0006","AQS","105","23","46","09/07/2005","09/07/2011"
"09/08/2021","40","Ozone","DUNKIRK","36-013-0006","AQS","187","23","41.6","09/08/2002","09/08/2018"
"09/09/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","174","18","31.4","09/09/2002","09/09/2018"
"09/10/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","190","19","33.8","09/10/2002","09/10/2018"
"09/11/2021","43","Ozone","DUNKIRK","36-013-0006","AQS","80","19","37","09/11/2013","09/11/2018"
"09/12/2021","45","Ozone","DUNKIRK","36-013-0006","AQS","108","21","27.8","09/12/2004","09/12/2019"
"09/13/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","126","21","39.4","09/13/2005","09/13/2019"
"09/14/2021","38","Ozone","DUNKIRK","36-013-0006","AQS","115","23","35.6","09/14/2007","09/14/2006"
"09/15/2021","32","Ozone","DUNKIRK","36-013-0006","AQS","74","24","41.2","09/15/2015","09/15/2006"
"09/16/2021","36","Ozone","DUNKIRK","36-013-0006","AQS","112","21","50.6","09/16/2015","09/16/2009"
"09/17/2021","38","Ozone","DUNKIRK","36-013-0006","AQS","101","23","46.2","09/17/2015","09/17/2018"
"09/18/2021","46","Ozone","DUNKIRK","36-013-0006","AQS","90","31","44.8","09/18/2002","09/18/2008"
"09/19/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","112","27","38.4","09/19/2000","09/19/2018"
"09/20/2021","38","Ozone","DUNKIRK","36-013-0006","AQS","143","30","44.2","09/20/2000","09/20/2015"
"09/21/2021","34","Ozone","DUNKIRK","36-013-0006","AQS","108","31","42.4","09/21/2007","09/21/2000"
"09/22/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","84","22","51.6","09/22/2004","09/22/2013"
"09/23/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","115","28","43","09/23/2004","09/23/2011"
"09/24/2021","38","Ozone","DUNKIRK","36-013-0006","AQS","80","26","37.8","09/24/2004","09/24/2018"
"09/25/2021","40","Ozone","DUNKIRK","36-013-0006","AQS","81","21","41","09/25/2005","09/25/2001"
"09/26/2021","39","Ozone","DUNKIRK","36-013-0006","AQS","67","19","40.2","09/26/2017","09/26/2010"
"09/27/2021","58","Ozone","DUNKIRK","36-013-0006","AQS","87","11","44.8","09/27/2017","09/27/2010"
"09/28/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","48","18","37.2","09/28/2005","09/28/2010"
"09/29/2021","29","Ozone","DUNKIRK","36-013-0006","AQS","65","23","29.2","09/29/2002","09/29/2019"
"09/30/2021","19","Ozone","DUNKIRK","36-013-0006","AQS","71","19","26.4","09/30/2002","09/30/2018"
"10/01/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","77","15","28.8","10/01/2002","10/01/2018"
"10/02/2021","48","Ozone","DUNKIRK","36-013-0006","AQS","89","22","31.6","10/02/2002","10/02/2012"
"10/03/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","90","16","28.2","10/03/2001","10/03/2019"
"10/04/2021","25","PM2.5","DUNKIRK","36-013-0006","AQS","97","18","31.25","10/04/2005","10/04/2009"
"10/05/2021","12","Ozone","DUNKIRK","36-013-0006","AQS","64","11","26.8","10/05/2007","10/05/2018"
"10/06/2021","27","Ozone","DUNKIRK","36-013-0006","AQS","61","23","31.4","10/06/2007","10/06/2010"
"10/07/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","44","19","33.8","10/07/2017","10/07/2018"
"10/08/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","54","22","32.6","10/08/2007","10/08/2005"
"10/09/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","72","19","32","10/09/2003","10/09/2005"
"10/10/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","64","15","33.4","10/10/2010","10/10/2005"
"10/11/2021","30","Ozone","DUNKIRK","36-013-0006","AQS","67","10","31.6","10/11/2003","10/11/2005"
"10/12/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","50","11","36","10/12/2016","10/12/2005"
"10/13/2021","27","Ozone","DUNKIRK","36-013-0006","AQS","47","21","31.6","10/13/2008","10/13/2011"
"10/14/2021","38","Ozone","DUNKIRK","36-013-0006","AQS","87","18","30","10/14/2000","10/14/2009"
"10/15/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","70","22","34.4","10/15/2000","10/15/2009"
"10/16/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","43","19","35","10/16/2016","10/16/2000"
"10/17/2021","35","Ozone","DUNKIRK","36-013-0006","AQS","40","13","31.8","10/17/2012","10/17/2000"
"10/18/2021","35","Ozone","DUNKIRK","36-013-0006","AQS","60","26","33.8","10/18/2007","10/18/2004"
"10/19/2021","45","Ozone","DUNKIRK","36-013-0006","AQS","50","20","36.8","10/19/2017","10/19/2004"
"10/20/2021","44","Ozone","DUNKIRK","36-013-0006","AQS","61","7","39.6","10/20/2015","10/20/2004"
"10/21/2021","36","Ozone","DUNKIRK","36-013-0006","AQS","56","15","37.8","10/21/2000","10/21/2004"
"10/22/2021","24","Ozone","DUNKIRK","36-013-0006","AQS","58","15","36.8","10/22/2007","10/22/2013"
"10/23/2021","22","Ozone","DUNKIRK","36-013-0006","AQS","46","22","35.4","10/23/2017","10/23/2008"
"10/24/2021","25","Ozone","DUNKIRK","36-013-0006","AQS","72","21","31.6","10/24/2000","10/24/2005"
"10/25/2021","19","Ozone","DUNKIRK","36-013-0006","AQS","58","17","26","10/25/2012","10/25/2002"
"10/26/2021","19","Ozone","DUNKIRK","36-013-0006","AQS","41","23","30.8","10/26/2012","10/26/2018"
"10/27/2021","24","Ozone","DUNKIRK","36-013-0006","AQS","91","19","28","10/27/2000","10/27/2006"
"10/28/2021","23","Ozone","DUNKIRK","36-013-0006","AQS","43","20","27.2","10/28/2014","10/28/2003"
"10/29/2021","27","Ozone","DUNKIRK","36-013-0006","AQS","43","18","33.4","10/29/2016","10/29/2012"
"10/30/2021","22","Ozone","DUNKIRK","36-013-0006","AQS","57","18","30.4","10/30/2004","10/30/2012"
"10/31/2021","32","Ozone","DUNKIRK","36-013-0006","AQS","56","18","25.4","10/31/2005","10/31/2014"
"11/01/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","51","21","29","11/01/2001","11/01/2000"
"11/02/2021","29","Ozone","DUNKIRK","36-013-0006","AQS","67","19","34.6","11/02/2003","11/02/2013"
"11/03/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","44","11","32","11/03/2015","11/03/2003"
"11/04/2021","29","Ozone","DUNKIRK","36-013-0006","AQS","54","19","30.6","11/04/2008","11/04/2009"
"11/05/2021","30","Ozone","DUNKIRK","36-013-0006","AQS","59","19","34.2","11/05/2008","11/05/2010"
"11/06/2021","35","Ozone","DUNKIRK","36-013-0006","AQS","46","22","30.8","11/06/2005","11/06/2003"
"11/07/2021","44","Ozone","DUNKIRK","36-013-0006","AQS","47","20","29.2","11/07/2006","11/07/2018"
"11/08/2021","40","Ozone","DUNKIRK","36-013-0006","AQS","85","21","29.8","11/08/2000","11/08/2018"
"11/09/2021","52","PM2.5","DUNKIRK","36-013-0006","AQS","60","19","29.6","11/09/2009","11/09/2007"
"11/10/2021","34","Ozone","DUNKIRK","36-013-0006","AQS","38","16","28","11/10/2012","11/10/2015"
"11/11/2021","42","Ozone","DUNKIRK","36-013-0006","AQS","47","22","32","11/11/2012","11/11/2018"
"11/12/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","42","19","29.2","11/12/2011","11/12/2007"
"11/13/2021","29","Ozone","DUNKIRK","36-013-0006","AQS","54","18","33","11/13/2002","11/13/2000"
"11/14/2021","16","Ozone","DUNKIRK","36-013-0006","AQS","58","18","31.4","11/14/2007","11/14/2006"
"11/15/2021","26","Ozone","DUNKIRK","36-013-0006","AQS","74","19","31.8","11/15/2001","11/15/2008"
"11/16/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","45","14","30","11/16/2014","11/16/2003"
"11/17/2021","39","Ozone","DUNKIRK","36-013-0006","AQS","67","22","32.8","11/17/2012","11/17/2001"
"11/18/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","57","6","31.8","11/18/2001","11/18/2004"
"11/19/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","48","15","30.6","11/19/2001","11/19/2004"
"11/20/2021","26","Ozone","DUNKIRK","36-013-0006","AQS","62","20","37.2","11/20/2007","11/20/2009"
"11/21/2021","29","Ozone","DUNKIRK","36-013-0006","AQS","49","19","32.2","11/21/2005","11/21/2002"
"11/22/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","44","19","33.4","11/22/2012","11/22/2011"
"11/23/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","52","23","29.2","11/23/2004","11/23/2019"
"11/24/2021","25","Ozone","DUNKIRK","36-013-0006","AQS","43","21","29.2","11/24/2001","11/24/2004"
"11/25/2021","25","Ozone","DUNKIRK","36-013-0006","AQS","36","19","27.2","11/25/2011","11/25/2008"
"11/26/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","45","19","35","11/26/2019","11/26/2001"
"11/27/2021","34","Ozone","DUNKIRK","36-013-0006","AQS","48","21","30.4","11/27/2005","11/27/2000"
"11/28/2021","27","Ozone","DUNKIRK","36-013-0006","AQS","57","10","27.6","11/28/2006","11/28/2001"
"11/29/2021","32","Ozone","DUNKIRK","36-013-0006","AQS","40","12","28.8","11/29/2012","11/29/2001"
"11/30/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","34","18","26.8","11/30/2016","11/30/2018"
"12/01/2021","32","Ozone","DUNKIRK","36-013-0006","AQS","38","15","24.75","12/01/2002","12/01/2005"
"12/02/2021",".","","","","","46","9","23.4","12/02/2012","12/02/2019"
"12/03/2021","9","PM2.5","DUNKIRK","36-013-0006","AQS","71","23","40.5","12/03/2017","12/03/2011"
"12/04/2021",".","","","","","37","20","28.75","12/04/2007","12/04/2013"
"12/05/2021",".","","","","","38","7","27.6","12/05/2015","12/05/2019"
"12/06/2021","22","PM2.5","DUNKIRK","36-013-0006","AQS","46","15","26","12/06/2009","12/06/2015"
"12/07/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","63","18","26.75","12/07/2002","12/07/2012"
"12/08/2021","30","Ozone","DUNKIRK","36-013-0006","AQS","61","18","33.8","12/08/2015","12/08/2001"
"12/09/2021","43","PM2.5","DUNKIRK","36-013-0006","AQS","60","14","33","12/09/2005","12/09/2004"
"12/10/2021","21","Ozone","DUNKIRK","36-013-0006","AQS","52","13","37","12/10/2018","12/10/2004"
"12/11/2021","34","Ozone","DUNKIRK","36-013-0006","AQS","62","8","30.6","12/11/2000","12/11/2002"
"12/12/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","44","5","24.25","12/12/2001","12/12/2002"
"12/13/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","93","13","46.25","12/13/2018","12/13/2001"
"12/14/2021","27","Ozone","DUNKIRK","36-013-0006","AQS","54","20","30.4","12/14/2011","12/14/2009"
"12/15/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","47","19","26.75","12/15/2005","12/15/2000"
"12/16/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","49","16","32.25","12/16/2018","12/16/2015"
"12/17/2021","28","Ozone","DUNKIRK","36-013-0006","AQS","42","17","30.25","12/17/2007","12/17/2001"
"12/18/2021","25","Ozone","DUNKIRK","36-013-0006","AQS","52","15","37","12/18/2005","12/18/2008"
"12/19/2021","30","Ozone","DUNKIRK","36-013-0006","AQS","59","17","31","12/19/2010","12/19/2000"
"12/20/2021","27","Ozone","DUNKIRK","36-013-0006","AQS","54","22","32","12/20/2007","12/20/2002"
"12/21/2021","40","PM2.5","DUNKIRK","36-013-0006","AQS","60","12","26.5","12/21/2005","12/21/2006"
"12/22/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","47","15","28","12/22/2014","12/22/2004"
"12/23/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","37","23","30","12/23/2009","12/23/2018"
"12/24/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","60","23","29.25","12/24/2005","12/24/2018"
"12/25/2021","31","Ozone","DUNKIRK","36-013-0006","AQS","38","19","27.75","12/25/2000","12/25/2007"
"12/26/2021","33","Ozone","DUNKIRK","36-013-0006","AQS","44","19","32.6","12/26/2019","12/26/2007"
"12/27/2021","30","Ozone","DUNKIRK","36-013-0006","AQS","50","22","32","12/27/2013","12/27/2002"
"12/28/2021","25","Ozone","DUNKIRK","36-013-0006","AQS","61","20","30.75","12/28/2002","12/28/2005"
"12/29/2021","24","Ozone","DUNKIRK","36-013-0006","AQS","64","13","30.8","12/29/2004","12/29/2006"
"12/30/2021","41","PM2.5","DUNKIRK","36-013-0006","AQS","36","17","28.5","12/30/2012","12/30/2006"
"12/31/2021","19","Ozone","DUNKIRK","36-013-0006","AQS","38","19","29.75","12/31/2017","12/31/2005"
