"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"04/20/2021","44","Ozone","","33-007-4001","AQS","150","13","46.6","04/20/2008","04/20/2002"
"04/21/2021","49","Ozone","","33-007-4001","AQS","122","44","53.6","04/21/2008","04/21/2011"
"04/22/2021","40","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","101","36","55.4","04/22/2008","04/22/2019"
"04/23/2021","48","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","136","25","50.8","04/23/2007","04/23/2002"
"04/24/2021","67","Ozone","","33-007-4001","AQS","90","26","51.6","04/24/2018","04/24/2019"
"04/25/2021","67","Ozone","","33-007-4001","AQS","80","31","57","04/25/2008","04/25/2019"
"04/26/2021","40","Ozone","","33-007-4001","AQS","87","19","56.8","04/26/2008","04/26/2002"
"04/27/2021","50","Ozone","","33-007-4001","AQS","100","31","54.2","04/27/2009","04/27/2019"
"04/28/2021","50","Ozone","","33-007-4001","AQS","119","34","55.2","04/28/2013","04/28/2004"
"04/29/2021","54","Ozone","","33-007-4001","AQS","119","13","57.2","04/29/2013","04/29/2002"
"04/30/2021","49","Ozone","","33-007-4001","AQS","126","32","59.4","04/30/2017","04/30/2007"
"05/01/2021","42","Ozone","","33-007-4001","AQS","100","40","58.2","05/01/2004","05/01/2007"
"05/02/2021","42","Ozone","","33-007-4001","AQS","93","15","61.2","05/02/2018","05/02/2002"
"05/03/2021","46","Ozone","","33-007-4001","AQS","101","28","54.6","05/03/2008","05/03/2006"
"05/04/2021","48","Ozone","","33-007-4001","AQS","105","27","57.4","05/04/2015","05/04/2019"
"05/05/2021","47","Ozone","","33-007-4001","AQS","80","20","57","05/05/2010","05/05/2002"
"05/06/2021","38","Ozone","","33-007-4001","AQS","84","36","54.4","05/06/2013","05/06/2014"
"05/07/2021","36","Ozone","","33-007-4001","AQS","90","35","48.6","05/07/2008","05/07/2001"
"05/08/2021","35","Ozone","","33-007-4001","AQS","140","15","64","05/08/2015","05/08/2002"
"05/09/2021","35","Ozone","","33-007-4001","AQS","133","31","63.8","05/09/2015","05/09/2000"
"05/10/2021","37","Ozone","","33-007-4001","AQS","129","37","53","05/10/2007","05/10/2009"
"05/11/2021","37","Ozone","","33-007-4001","AQS","87","17","54.4","05/11/2007","05/11/2002"
"05/12/2021","37","Ozone","","33-007-4001","AQS","90","3","54.4","05/12/2012","05/12/2000"
"05/13/2021","44","Ozone","","33-007-4001","AQS","97","31","53","05/13/2012","05/13/2019"
"05/14/2021","40","Ozone","","33-007-4001","AQS","93","35","48.6","05/14/2004","05/14/2002"
"05/15/2021","47","Ozone","","33-007-4001","AQS","84","34","51.2","05/15/2015","05/15/2019"
"05/16/2021","48","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","100","10","52.2","05/16/2015","05/16/2001"
"05/17/2021","49","Ozone","","33-007-4001","AQS","93","35","53.6","05/17/2017","05/17/2013"
"05/18/2021","49","Ozone","","33-007-4001","AQS","115","30","61.6","05/18/2018","05/18/2019"
"05/19/2021","58","Ozone","","33-007-4001","AQS","115","29","60.8","05/19/2018","05/19/2001"
"05/20/2021","58","Ozone","","33-007-4001","AQS","93","35","42.8","05/20/2012","05/20/2002"
"05/21/2021","80","Ozone","","33-007-4001","AQS","100","27","41.6","05/21/2009","05/21/2000"
"05/22/2021","74","Ozone","","33-007-4001","AQS","108","13","43.6","05/22/2009","05/22/2001"
"05/23/2021","44","Ozone","","33-007-4001","AQS","97","24","46.2","05/23/2007","05/23/2006"
"05/24/2021","44","Ozone","","33-007-4001","AQS","151","8","61.6","05/24/2007","05/24/2000"
"05/25/2021","45","Ozone","","33-007-4001","AQS","164","28","69.4","05/25/2007","05/25/2001"
"05/26/2021","54","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","115","25","66.4","05/26/2016","05/26/2017"
"05/27/2021","38","Ozone","","33-007-4001","AQS","119","31","59.6","05/27/2016","05/27/2017"
"05/28/2021","44","Ozone","","33-007-4001","AQS","112","31","47.8","05/28/2001","05/28/2003"
"05/29/2021","33","Ozone","","33-007-4001","AQS","80","25","49.2","05/29/2005","05/29/2019"
"05/30/2021","44","Ozone","","33-007-4001","AQS","80","28","46","05/30/2008","05/30/2003"
"05/31/2021","44","Ozone","","33-007-4001","AQS","108","31","55.2","05/31/2015","05/31/2017"
"06/01/2021","51","Ozone","","33-007-4001","AQS","108","32","52.2","06/01/2015","06/01/2016"
"06/02/2021","54","Ozone","","33-007-4001","AQS","129","25","47.8","06/02/2001","06/02/2004"
"06/03/2021","42","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","97","26","52.2","06/03/2014","06/03/2001"
"06/04/2021","41","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","90","31","54.6","06/04/2002","06/04/2007"
"06/05/2021","67","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","84","29","46","06/05/2002","06/05/2001"
"06/06/2021","80","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","74","23","43.8","06/06/2015","06/06/2018"
"06/07/2021","58","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","80","31","47","06/07/2007","06/07/2006"
"06/08/2021","30","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","133","25","42","06/08/2007","06/08/2016"
"06/09/2021","43","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","108","19","42.2","06/09/2004","06/09/2006"
"06/10/2021","38","Ozone","","33-007-4001","AQS","87","23","47.4","06/10/2000","06/10/2006"
"06/11/2021","38","Ozone","","33-007-4001","AQS","97","19","52.4","06/11/2001","06/11/2006"
"06/12/2021","46","Ozone","","33-007-4001","AQS","93","17","49","06/12/2012","06/12/2006"
"06/13/2021","43","Ozone","","33-007-4001","AQS","108","30","45.8","06/13/2004","06/13/2005"
"06/14/2021","50","Ozone","","33-007-4001","AQS","97","30","39.8","06/14/2008","06/14/2019"
"06/15/2021","43","Ozone","","33-007-4001","AQS","90","32","42.8","06/15/2000","06/15/2009"
"06/16/2021","31","Ozone","","33-007-4001","AQS","74","29","39.8","06/16/2005","06/16/2019"
"06/17/2021","39","Ozone","","33-007-4001","AQS","77","31","43.8","06/17/2011","06/17/2019"
"06/18/2021","61","Ozone","","33-007-4001","AQS","80","31","42.6","06/18/2011","06/18/2002"
"06/19/2021","51","Ozone","","33-007-4001","AQS","147","32","43.8","06/19/2001","06/19/2002"
"06/20/2021","49","Ozone","","33-007-4001","AQS","143","19","44.4","06/20/2001","06/20/2019"
"06/21/2021","49","Ozone","","33-007-4001","AQS","122","21","40","06/21/2002","06/21/2019"
"06/22/2021","44","Ozone","","33-007-4001","AQS","105","31","40.6","06/22/2012","06/22/2007"
"06/23/2021","27","Ozone","","33-007-4001","AQS","100","28","42.4","06/23/2003","06/23/2007"
"06/24/2021","32","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","156","35","36.6","06/24/2004","06/24/2007"
"06/25/2021","61","Ozone","","33-007-4001","AQS","140","29","36","06/25/2005","06/25/2008"
"06/26/2021","48","Ozone","","33-007-4001","AQS","126","31","41.6","06/26/2002","06/26/2019"
"06/27/2021","37","Ozone","","33-007-4001","AQS","129","24","49.2","06/27/2003","06/27/2012"
"06/28/2021","37","Ozone","","33-007-4001","AQS","108","34","45.8","06/28/2008","06/28/2014"
"06/29/2021","40","Ozone","","33-007-4001","AQS","147","31","46.4","06/29/2001","06/29/2010"
"06/30/2021","37","Ozone","","33-007-4001","AQS","150","24","44.8","06/30/2001","06/30/2010"
"07/01/2021","34","Ozone","","33-007-4001","AQS","115","25","50.6","07/01/2001","07/01/2007"
"07/02/2021","44","Ozone","","33-007-4001","AQS","77","30","48.2","07/02/2003","07/02/2001"
"07/03/2021","44","Ozone","","33-007-4001","AQS","101","32","41.8","07/03/2003","07/03/2016"
"07/04/2021","35","Ozone","","33-007-4001","AQS","105","29","40.4","07/04/2003","07/04/2009"
"07/05/2021","36","Ozone","","33-007-4001","AQS","93","31","44.8","07/05/2010","07/05/2009"
"07/06/2021","47","Ozone","","33-007-4001","AQS","74","28","42.6","07/06/2005","07/06/2000"
"07/07/2021","45","Ozone","","33-007-4001","AQS","108","29","42","07/07/2003","07/07/2000"
"07/08/2021","51","Ozone","","33-007-4001","AQS","97","31","54.8","07/08/2003","07/08/2000"
