"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25","NO2"
"09/25/2011","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","27","5"
"09/26/2011","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","36","7"
"09/27/2011","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","44","8"
"09/28/2011","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","45","7"
"09/29/2011","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","13","8"
"09/30/2011","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","42","13"
"10/01/2011","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","17","2"
"10/02/2011","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","16","2"
"10/03/2011","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","27","8"
"10/04/2011","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","36","5"
"10/05/2011","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","38","10"
"10/06/2011","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","43","14"
"10/07/2011","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","45","12"
"10/08/2011","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","57","12"
"10/09/2011","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","58","10"
"10/10/2011","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","63","14"
"10/11/2011","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","48","11"
"10/12/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","30","14"
"10/13/2011","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","12","9"
"10/14/2011","15","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","13","15"
"10/15/2011","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","17","8"
"10/16/2011","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","20","10"
"10/17/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","29","20"
"10/18/2011","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","31","18"
"10/19/2011","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","40","15"
"10/20/2011","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","17","9"
"10/21/2011","10","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","10","6"
"10/22/2011","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","16","9"
"10/23/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","46","18"
"10/24/2011","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","54","16"
"10/25/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","29","18"
"10/26/2011","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","45","16"
"10/27/2011","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","31","10"
"10/28/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","55","20"
"10/29/2011","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","51","14"
"10/30/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","46","21"
"10/31/2011","66","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","66","15"
"11/01/2011","75","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","75","29"
"11/02/2011","75","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","11",".","75","36"
"11/03/2011","75","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".","75","29"
"11/04/2011","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","19","13"
"11/05/2011","68","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","68","19"
"11/06/2011","73","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","73","25"
"11/07/2011","80","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","80","32"
"11/08/2011","84","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","84","30"
"11/09/2011","66","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","66","19"
"11/10/2011","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","34","23"
"11/11/2011","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","24","16"
"11/12/2011","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","46","24"
"11/13/2011","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","59","26"
"11/14/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","53","25"
"11/15/2011","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","40","24"
"11/16/2011","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","59","25"
"11/17/2011","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","15","11"
"11/18/2011","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","32","19"
"11/19/2011","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","59","29"
"11/20/2011","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","55","23"
"11/21/2011","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","41","23"
"11/22/2011","69","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","69","16"
"11/23/2011","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","19","13"
"11/24/2011","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","53","20"
"11/25/2011","80","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","11",".","80","23"
"11/26/2011","66","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","66","25"
"11/27/2011","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","63","19"
"11/28/2011","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","52","24"
"11/29/2011","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".","30","14"
"11/30/2011","19","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","12","19"
"12/01/2011","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","11",".","32","24"
"12/02/2011","66","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","11",".","66","20"
"12/03/2011","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".","58","20"
"12/04/2011","26","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","14",".",".","26"
"12/05/2011","80","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","16",".","80","27"
"12/06/2011","16","CO","State of Vermont District Court Parking Lot","50-021-0002","AQS","16",".",".","15"
"12/07/2011","10","CO","State of Vermont District Court Parking Lot","50-021-0002","AQS","10",".",".","8"
"12/08/2011","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".","31","26"
"12/09/2011","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".","52","29"
"12/10/2011","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","11",".","31","19"
"12/11/2011","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","14",".","63","32"
"12/12/2011","99","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","19",".","99","32"
"12/13/2011","97","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","19",".","97","28"
"12/14/2011","95","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","19",".","95","23"
"12/15/2011","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","17",".","56","25"
"12/16/2011","13","CO","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".",".","8"
"12/17/2011","13","CO","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".","12","9"
"12/18/2011","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","14",".","58","22"
"12/19/2011","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","16",".","65","25"
"12/20/2011","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","17",".","54","25"
"12/21/2011","21","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","20",".",".","21"
"12/22/2011","20","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","20",".",".","20"
"12/23/2011","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","17",".","29","15"
"12/24/2011","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","14",".","43","18"
"12/25/2011","70","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","16",".","70","22"
"12/26/2011","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","16",".","58","24"
"12/27/2011","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","17",".","63","22"
"12/28/2011","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".","13","8"
"12/29/2011","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","13",".","44","26"
"12/30/2011","81","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","81","27"
"12/31/2011","70","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","70","21"
