"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25","NO2"
"09/28/2013","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","27","."
"09/29/2013","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","26","."
"09/30/2013","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","33","."
"10/01/2013","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","40","."
"10/02/2013","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","43","."
"10/03/2013","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","29","."
"10/04/2013","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","12","31","."
"10/05/2013","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","25","."
"10/06/2013","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","20","."
"10/07/2013","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","4","16","."
"10/08/2013","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","23","."
"10/09/2013","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","35","."
"10/10/2013","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","12","42","."
"10/11/2013","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","46","."
"10/12/2013","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","45","."
"10/13/2013","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","6","32","."
"10/14/2013","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","44","."
"10/15/2013","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","40","."
"10/16/2013","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","9","32","."
"10/17/2013","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","38","."
"10/18/2013","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","27","."
"10/19/2013","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","11","48","."
"10/20/2013","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","26","."
"10/21/2013","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","48","."
"10/22/2013","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","8","48","23"
"10/23/2013","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","40","11"
"10/24/2013","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","23","17"
"10/25/2013","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","6","35","17"
"10/26/2013","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","44","18"
"10/27/2013","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","42","19"
"10/28/2013","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","15","60","16"
"10/29/2013","72","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","72","16"
"10/30/2013","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","59","18"
"10/31/2013","69","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","69","23"
"11/01/2013","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","30","21"
"11/02/2013","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","37","12"
"11/03/2013","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","47","15"
"11/04/2013","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","65","17"
"11/05/2013","71","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","71","25"
"11/06/2013","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","14","64","20"
"11/07/2013","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","23","13"
"11/08/2013","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","37","13"
"11/09/2013","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","6","33","16"
"11/10/2013","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","34","13"
"11/11/2013","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","24","10"
"11/12/2013","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","2","19","3"
"11/13/2013","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","25","11"
"11/14/2013","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","54","21"
"11/15/2013","88","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","29","88","29"
"11/16/2013","86","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","86","25"
"11/17/2013","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","50","19"
"11/18/2013","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","4","26","17"
"11/19/2013","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","22","3"
"11/20/2013","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","56","20"
"11/21/2013","80","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","80","19"
"11/22/2013","82","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","82","17"
"11/23/2013","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","23","3"
"11/24/2013","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","4","23","8"
"11/25/2013","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","60","23"
"11/26/2013","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","57","22"
"11/27/2013","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","21","12"
"11/28/2013","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","31","21"
"11/29/2013","71","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","71","20"
"11/30/2013","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","55","17"
"12/01/2013","67","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","67","22"
"12/02/2013","94","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","94","19"
"12/03/2013","91","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","26","91","12"
"12/04/2013","75","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","75","18"
"12/05/2013","71","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","71","17"
"12/06/2013","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","10","34","9"
"12/07/2013","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","33","12"
"12/08/2013","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","30","11"
"12/09/2013","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","7","30","22"
"12/10/2013","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","45","9"
"12/11/2013","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","45","12"
"12/12/2013","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","6","33","7"
"12/13/2013","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","50","15"
"12/14/2013","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","52","18"
"12/15/2013","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","6","35","20"
"12/16/2013","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","53","23"
"12/17/2013","79","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","79","27"
"12/18/2013","79","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","19","79","25"
"12/19/2013","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","63","26"
"12/20/2013","97","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","97","27"
"12/21/2013","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","15","64","."
"12/22/2013","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","58","18"
"12/23/2013","79","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","79","17"
"12/24/2013","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","8","38","8"
"12/25/2013","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","48","13"
"12/26/2013","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","60","22"
"12/27/2013","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","11","59","21"
"12/28/2013","68","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","68","24"
"12/29/2013","109","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","109","21"
"12/30/2013","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","7","52","21"
"12/31/2013","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","48","18"
