"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25","NO2"
"02/27/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","52","22"
"02/28/2014","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","50","25"
"03/01/2014","70","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","70","28"
"03/02/2014","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","59","27"
"03/03/2014","56","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","56","18"
"03/04/2014","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","64","27"
"03/05/2014","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","58","24"
"03/06/2014","83","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","83","27"
"03/07/2014","88","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","88","39"
"03/08/2014","84","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","84","34"
"03/09/2014","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","17","54","30"
"03/10/2014","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","62","25"
"03/11/2014","70","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","70","28"
"03/12/2014","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","58","24"
"03/13/2014","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","50","25"
"03/14/2014","84","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","9",".","84","40"
"03/15/2014","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","9","46","35"
"03/16/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","25","12"
"03/17/2014","60","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","60","23"
"03/18/2014","88","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8","24","88","31"
"03/19/2014","62","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","62","27"
"03/20/2014","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","29","22"
"03/21/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","6","28","27"
"03/22/2014","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","48","25"
"03/23/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","23","12"
"03/24/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","13","52","25"
"03/25/2014","73","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","73","28"
"03/26/2014","63","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","63","."
"03/27/2014","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","58","25"
"03/28/2014","67","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","67","34"
"03/29/2014","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","38","11"
"03/30/2014","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","12","11"
"03/31/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","28","3"
"04/01/2014","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","32","17"
"04/02/2014","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","50","24"
"04/03/2014","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","40","30"
"04/04/2014","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","35","22"
"04/05/2014","18","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","5","13","18"
"04/06/2014","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","33","20"
"04/07/2014","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","40","21"
"04/08/2014","16","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","6","8","16"
"04/09/2014","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","37","19"
"04/10/2014","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","51","21"
"04/11/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","13","28","24"
"04/12/2014","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","40","21"
"04/13/2014","40","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","40","16"
"04/14/2014","46","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","34","46","14"
"04/15/2014","19","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","10","19"
"04/16/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","25","11"
"04/17/2014","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","10","31","16"
"04/18/2014","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","33","20"
"04/19/2014","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","45","20"
"04/20/2014","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","8","43","16"
"04/21/2014","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","39","28"
"04/22/2014","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","47","19"
"04/23/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","5","13","2"
"04/24/2014","13","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".",".","13"
"04/25/2014","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","29","15"
"04/26/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","5","25","20"
"04/27/2014","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","11","5"
"04/28/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","25","8"
"04/29/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","7","13","13"
"04/30/2014","16","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","16"
"05/01/2014","10","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","5","10"
"05/02/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","6","23","19"
"05/03/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","15","15"
"05/04/2014","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","8"
"05/05/2014","7","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","5","7","5"
"05/06/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","25","14"
"05/07/2014","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","21","15"
"05/08/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","5","25","17"
"05/09/2014","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","18","15"
"05/10/2014","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","22","20"
"05/11/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","4","15","7"
"05/12/2014","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","24","19"
"05/13/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","20","9"
"05/14/2014","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","9","24","14"
"05/15/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","28","13"
"05/16/2014","12","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","5","12"
"05/17/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","8","20","8"
"05/18/2014","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","18","8"
"05/19/2014","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","19","14"
"05/20/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","9","23","14"
"05/21/2014","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","21","16"
"05/22/2014","18","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","16","18"
"05/23/2014","13","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","10","13"
"05/24/2014","8","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","8","7"
"05/25/2014","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","22","11"
"05/26/2014","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","31","12"
"05/27/2014","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","34","17"
"05/28/2014","10","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","9","10"
"05/29/2014","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","10","18","10"
"05/30/2014","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","19","9"
"05/31/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","13","6"
"06/01/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","9","23","11"
"06/02/2014","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","30","14"
"06/03/2014","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","45","14"
"06/04/2014","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","15","29","11"
"06/05/2014","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","19","11"
"06/06/2014","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","11","6"
"06/07/2014","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","8","18","7"
"06/08/2014","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","16","6"
"06/09/2014","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","34","14"
"06/10/2014","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","19","38","6"
"06/11/2014","13","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","5","13"
"06/12/2014","16","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","3","16"
"06/13/2014","7","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","3","7","7"
"06/14/2014","8","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","3","8"
"06/15/2014","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","6"
"06/16/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","8","15","11"
"06/17/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","23","13"
"06/18/2014","9","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","6","9"
"06/19/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","11","20","8"
"06/20/2014","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","12","6"
"06/21/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","13","8"
"06/22/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","0","13","6"
"06/23/2014","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","19","8"
"06/24/2014","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","26","17"
"06/25/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","20","14"
"06/26/2014","10","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","10","6"
"06/27/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","20","9"
"06/28/2014","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","14","43","8"
"06/29/2014","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","29","8"
"06/30/2014","12","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","12"
"07/01/2014","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","26","14"
"07/02/2014","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","21","8"
"07/03/2014","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","9"
"07/04/2014","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","10","27","12"
"07/05/2014","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","19","4"
"07/06/2014","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","26","8"
"07/07/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","19","52","15"
"07/08/2014","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","35","8"
"07/09/2014","10","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","3","10"
"07/10/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","10","20","7"
"07/11/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","13","10"
"07/12/2014","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","27","7"
"07/13/2014","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","18","58","17"
"07/14/2014","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","21","13"
"07/15/2014","9","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","8","9"
"07/16/2014","37","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","37","18"
"07/17/2014","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","11","9"
"07/18/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","13","7"
"07/19/2014","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","14","35","12"
"07/20/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","25","9"
"07/21/2014","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","16","9"
"07/22/2014","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","25","57","13"
"07/23/2014","34","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","34","12"
"07/24/2014","6","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","5","6"
"07/25/2014","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","16","44","7"
"07/26/2014","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","53","10"
"07/27/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","23","12"
"07/28/2014","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","8","30","12"
"07/29/2014","5","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","5","4"
"07/30/2014","8","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","8","8"
"07/31/2014","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","43","10"
"08/01/2014","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","54","10"
"08/02/2014","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","50","8"
"08/03/2014","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","53","15"
"08/04/2014","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","41","7"
"08/05/2014","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","38","8"
"08/06/2014","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","17","38","6"
"08/07/2014","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","13","53","9"
"08/08/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","13","6"
"08/09/2014","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","19","42","8"
"08/10/2014","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","24","8"
"08/11/2014","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","24","8"
"08/12/2014","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","18","29","10"
"08/13/2014","9","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","0","9"
"08/14/2014","8","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","7","8"
"08/15/2014","10","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","10"
"08/16/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","15","15"
"08/17/2014","15","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","10","15"
"08/18/2014","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","7"
"08/19/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","15","9"
"08/20/2014","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","16","33","10"
"08/21/2014","42","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","12","42","15"
"08/22/2014","13","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","0","13"
"08/23/2014","41","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","41","6"
"08/24/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","15","9"
"08/25/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","23","8"
"08/26/2014","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","20","44","11"
"08/27/2014","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","20","55","13"
"08/28/2014","14","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","8","14"
"08/29/2014","14","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","14","8"
"08/30/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","12","28","13"
"08/31/2014","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","31","9"
"09/01/2014","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","8"
"09/02/2014","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","18","44","9"
"09/03/2014","15","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","8","15"
"09/04/2014","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","18","14"
"09/05/2014","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","31","11"
"09/06/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","23","13"
"09/07/2014","4","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","2","4"
"09/08/2014","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","11","9"
"09/09/2014","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","16","21","13"
"09/10/2014","14","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","8","14"
"09/11/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","11","28","19"
"09/12/2014","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","8"
"09/13/2014","9","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","9","9"
"09/14/2014","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","5","17","5"
"09/15/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","15","8"
"09/16/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","13","10"
"09/17/2014","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","12","39","10"
"09/18/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","28","12"
"09/19/2014","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","27","8"
"09/20/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","52","20"
"09/21/2014","17","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","7","17"
"09/22/2014","7","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","7","6"
"09/23/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","23","8"
"09/24/2014","22","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","22","7"
